Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Burundi,Cassava,2003,85222.0,1246.3,264.0,20.94
Burundi,Cassava,2004,81842.0,964.0,508.0,20.49
Burundi,Cassava,2005,75230.0,1050.9,305.0,20.69
Burundi,Cassava,2006,87864.0,1377.7,191.0,20.42
Burundi,Cassava,2007,87275.0,1268.3,413.0,20.46
Burundi,Cassava,2008,64718.0,1173.0,456.0,20.31
Burundi,Cassava,2009,41867.0,1246.3,178.0,20.73
Burundi,Cassava,2010,48222.0,1371.5,265.0,20.84
Burundi,Cassava,2011,48175.0,1474.6,76.0,20.34
Burundi,Cassava,2012,42092.0,1076.3,99.0,20.36
Burundi,Cassava,2013,68749.0,1244.3,956.0,20.55
Burundi,Cassava,2014,73629.0,1231.9,74.0,20.35
Burundi,Cassava,2015,81000.0,1254.6,73.0,20.44
Burundi,Cassava,2016,112378.0,1292.9,50.0,20.67
Burundi,Cassava,2017,73969.0,1142.1,50.0,20.87
Burundi,Cassava,2018,80695.0,1198.4,50.0,20.38
Burundi,Cassava,2019,81384.0,1329.4,50.0,20.63
Burundi,Cassava,2020,78893.0,1448.6,50.0,20.43
Burundi,Cassava,2021,76617.0,1287.0,50.0,20.51
Burundi,Cassava,2022,77401.0,1349.4,50.0,20.45
Burundi,Cassava,2023,77595.0,1277.5,50.0,20.83
Burundi,Maize,1990,13540.0,1210.1,92.0,20.2
Burundi,Maize,1991,13887.0,1172.9,92.0,20.22
Burundi,Maize,1992,14218.0,1061.5,92.0,20.21
Burundi,Maize,1993,14342.0,1088.8,97.0,20.14
Burundi,Maize,1994,12276.0,1232.2,84.0,20.28
Burundi,Maize,1995,12752.0,1206.0,144.0,20.57
Burundi,Maize,1996,13133.0,1150.0,207.0,20.3
Burundi,Maize,1997,12608.0,1357.2,118.0,20.54
Burundi,Maize,1998,11463.0,1333.0,107.0,20.49
Burundi,Maize,1999,11192.0,1114.6,150.0,20.47
Burundi,Maize,2000,10521.0,1099.6,110.0,20.6
Burundi,Maize,2001,10817.0,1384.9,73.0,20.58
Burundi,Maize,2002,10931.0,1285.6,98.0,20.85
Burundi,Maize,2003,10670.0,1246.3,264.0,20.94
Burundi,Maize,2004,10807.0,964.0,508.0,20.49
Burundi,Maize,2005,10833.0,1050.9,305.0,20.69
Burundi,Maize,2006,10159.0,1377.7,191.0,20.42
Burundi,Maize,2007,10204.0,1268.3,413.0,20.46
Burundi,Maize,2008,10041.0,1173.0,456.0,20.31
Burundi,Maize,2009,10032.0,1246.3,178.0,20.73
Burundi,Maize,2010,10595.0,1371.5,265.0,20.84
Burundi,Maize,2011,11087.0,1474.6,76.0,20.34
Burundi,Maize,2012,11763.0,1076.3,99.0,20.36
Burundi,Maize,2013,13218.0,1244.3,956.0,20.55
Burundi,Maize,2014,13145.0,1231.9,74.0,20.35
Burundi,Maize,2015,13262.0,1254.6,73.0,20.44
Burundi,Maize,2016,14835.0,1292.9,50.0,20.67
Burundi,Maize,2017,12977.0,1142.1,50.0,20.87
Burundi,Maize,2018,15289.0,1198.4,50.0,20.38
Burundi,Maize,2019,10002.0,1329.4,50.0,20.63
Burundi,Maize,2020,11672.0,1448.6,50.0,20.43
Burundi,Maize,2021,12199.0,1287.0,50.0,20.51
Burundi,Maize,2022,12358.0,1349.4,50.0,20.45
Burundi,Maize,2023,12081.0,1277.5,50.0,20.83
Burundi,Potatoes,1990,34836.0,1210.1,92.0,20.2
Burundi,Potatoes,1991,30872.0,1172.9,92.0,20.22
Burundi,Potatoes,1992,33357.0,1061.5,92.0,20.21
Burundi,Potatoes,1993,29800.0,1088.8,97.0,20.14
Burundi,Potatoes,1994,29453.0,1232.2,84.0,20.28
Burundi,Potatoes,1995,29691.0,1206.0,144.0,20.57
Burundi,Potatoes,1996,29736.0,1150.0,207.0,20.3
Burundi,Potatoes,1997,32397.0,1357.2,118.0,20.54
Burundi,Potatoes,1998,25950.0,1333.0,107.0,20.49
Burundi,Potatoes,1999,24393.0,1114.6,150.0,20.47
Burundi,Potatoes,2000,24670.0,1099.6,110.0,20.6
Burundi,Potatoes,2001,24933.0,1384.9,73.0,20.58
Burundi,Potatoes,2002,25552.0,1285.6,98.0,20.85
Burundi,Potatoes,2003,25703.0,1246.3,264.0,20.94
Burundi,Potatoes,2004,26137.0,964.0,508.0,20.49
Burundi,Potatoes,2005,25483.0,1050.9,305.0,20.69
Burundi,Potatoes,2006,26176.0,1377.7,191.0,20.42
Burundi,Potatoes,2007,29124.0,1268.3,413.0,20.46
Burundi,Potatoes,2008,26273.0,1173.0,456.0,20.31
Burundi,Potatoes,2009,27711.0,1246.3,178.0,20.73
Burundi,Potatoes,2010,33901.0,1371.5,265.0,20.84
Burundi,Potatoes,2011,35925.0,1474.6,76.0,20.34
Burundi,Potatoes,2012,31165.0,1076.3,99.0,20.36
Burundi,Potatoes,2013,62252.0,1244.3,956.0,20.55
Burundi,Potatoes,2014,74138.0,1231.9,74.0,20.35
Burundi,Potatoes,2015,97372.0,1254.6,73.0,20.44
Burundi,Potatoes,2016,105808.0,1292.9,50.0,20.67
Burundi,Potatoes,2017,102512.0,1142.1,50.0,20.87
Burundi,Potatoes,2018,111697.0,1198.4,50.0,20.38
Burundi,Potatoes,2019,70115.0,1329.4,50.0,20.63
Burundi,Potatoes,2020,97501.0,1448.6,50.0,20.43
Burundi,Potatoes,2021,91217.0,1287.0,50.0,20.51
Burundi,Potatoes,2022,94667.0,1349.4,50.0,20.45
Burundi,Potatoes,2023,97413.0,1277.5,50.0,20.83
Burundi,"Rice, paddy",1990,33333.0,1210.1,92.0,20.2
Burundi,"Rice, paddy",1991,30923.0,1172.9,92.0,20.22
Burundi,"Rice, paddy",1992,31077.0,1061.5,92.0,20.21
Burundi,"Rice, paddy",1993,31404.0,1088.8,97.0,20.14
Burundi,"Rice, paddy",1994,31120.0,1232.2,84.0,20.28
Burundi,"Rice, paddy",1995,26819.0,1206.0,144.0,20.57
Burundi,"Rice, paddy",1996,27873.0,1150.0,207.0,20.3
Burundi,"Rice, paddy",1997,32551.0,1357.2,118.0,20.54
Burundi,"Rice, paddy",1998,29927.0,1333.0,107.0,20.49
Burundi,"Rice, paddy",1999,32572.0,1114.6,150.0,20.47
Burundi,"Rice, paddy",2000,30399.0,1099.6,110.0,20.6
Burundi,"Rice, paddy",2001,32063.0,1384.9,73.0,20.58
Burundi,"Rice, paddy",2002,32629.0,1285.6,98.0,20.85
Burundi,"Rice, paddy",2003,31413.0,1246.3,264.0,20.94
Burundi,"Rice, paddy",2004,32924.0,964.0,508.0,20.49
Burundi,"Rice, paddy",2005,34144.0,1050.9,305.0,20.69
Burundi,"Rice, paddy",2006,33322.0,1377.7,191.0,20.42
Burundi,"Rice, paddy",2007,33767.0,1268.3,413.0,20.46
Burundi,"Rice, paddy",2008,32203.0,1173.0,456.0,20.31
Burundi,"Rice, paddy",2009,32680.0,1246.3,178.0,20.73
Burundi,"Rice, paddy",2010,28077.0,1371.5,265.0,20.84
Burundi,"Rice, paddy",2011,26848.0,1474.6,76.0,20.34
Burundi,"Rice, paddy",2012,21041.0,1076.3,99.0,20.36
Burundi,"Rice, paddy",2013,19130.0,1244.3,956.0,20.55
Burundi,"Rice, paddy",2014,28393.0,1231.9,74.0,20.35
Burundi,"Rice, paddy",2015,11293.0,1254.6,73.0,20.44
Burundi,"Rice, paddy",2016,23001.0,1292.9,50.0,20.67
Burundi,"Rice, paddy",2017,17838.0,1142.1,50.0,20.87
Burundi,"Rice, paddy",2018,17926.0,1198.4,50.0,20.38
Burundi,"Rice, paddy",2019,16896.0,1329.4,50.0,20.63
Burundi,"Rice, paddy",2020,16122.0,1448.6,50.0,20.43
Burundi,"Rice, paddy",2021,16220.0,1287.0,50.0,20.51
Burundi,"Rice, paddy",2022,15139.0,1349.4,50.0,20.45
Burundi,"Rice, paddy",2023,14432.0,1277.5,50.0,20.83
Burundi,Sorghum,1990,10983.0,1210.1,92.0,20.2
Burundi,Sorghum,1991,11241.0,1172.9,92.0,20.22
Burundi,Sorghum,1992,11517.0,1061.5,92.0,20.21
Burundi,Sorghum,1993,11259.0,1088.8,97.0,20.14
Burundi,Sorghum,1994,9938.0,1232.2,84.0,20.28
Burundi,Sorghum,1995,13168.0,1206.0,144.0,20.57
Burundi,Sorghum,1996,13206.0,1150.0,207.0,20.3
Burundi,Sorghum,1997,12401.0,1357.2,118.0,20.54
Burundi,Sorghum,1998,12487.0,1333.0,107.0,20.49
Burundi,Sorghum,1999,11998.0,1114.6,150.0,20.47
Burundi,Sorghum,2000,12122.0,1099.6,110.0,20.6
Burundi,Sorghum,2001,12559.0,1384.9,73.0,20.58
Burundi,Sorghum,2002,12850.0,1285.6,98.0,20.85
Burundi,Sorghum,2003,12920.0,1246.3,264.0,20.94
Burundi,Sorghum,2004,13486.0,964.0,508.0,20.49
Burundi,Sorghum,2005,14042.0,1050.9,305.0,20.69
Burundi,Sorghum,2006,12654.0,1377.7,191.0,20.42
Burundi,Sorghum,2007,12964.0,1268.3,413.0,20.46
Burundi,Sorghum,2008,12874.0,1173.0,456.0,20.31
Burundi,Sorghum,2009,12885.0,1246.3,178.0,20.73
Burundi,Sorghum,2010,10761.0,1371.5,265.0,20.84
Burundi,Sorghum,2011,8350.0,1474.6,76.0,20.34
Burundi,Sorghum,2012,5890.0,1076.3,99.0,20.36
Burundi,Sorghum,2013,6513.0,1244.3,956.0,20.55
Burundi,Sorghum,2014,6931.0,1231.9,74.0,20.35
Burundi,Sorghum,2015,11530.0,1254.6,73.0,20.44
Burundi,Sorghum,2016,6976.0,1292.9,50.0,20.67
Burundi,Sorghum,2017,6499.0,1142.1,50.0,20.87
Burundi,Sorghum,2018,6697.0,1198.4,50.0,20.38
Burundi,Sorghum,2019,5599.0,1329.4,50.0,20.63
Burundi,Sorghum,2020,6082.0,1448.6,50.0,20.43
Burundi,Sorghum,2021,6250.0,1287.0,50.0,20.51
Burundi,Sorghum,2022,6250.0,1349.4,50.0,20.45
Burundi,Sorghum,2023,6250.0,1277.5,50.0,20.83
Burundi,Soybeans,1990,10000.0,1210.1,92.0,20.2
Burundi,Soybeans,1991,10000.0,1172.9,92.0,20.22
Burundi,Soybeans,1992,8984.0,1061.5,92.0,20.21
Burundi,Soybeans,1993,8690.0,1088.8,97.0,20.14
Burundi,Soybeans,1994,8000.0,1232.2,84.0,20.28
Burundi,Soybeans,1995,8321.0,1206.0,144.0,20.57
Burundi,Soybeans,1996,8263.0,1150.0,207.0,20.3
Burundi,Soybeans,1997,8250.0,1357.2,118.0,20.54
Burundi,Soybeans,1998,8000.0,1333.0,107.0,20.49
Burundi,Soybeans,1999,7778.0,1114.6,150.0,20.47
Burundi,Soybeans,2000,7273.0,1099.6,110.0,20.6
Burundi,Soybeans,2001,7500.0,1384.9,73.0,20.58
Burundi,Soybeans,2002,7500.0,1285.6,98.0,20.85
Burundi,Soybeans,2003,7442.0,1246.3,264.0,20.94
Burundi,Soybeans,2004,7500.0,964.0,508.0,20.49
Burundi,Soybeans,2005,7778.0,1050.9,305.0,20.69
Burundi,Soybeans,2006,7895.0,1377.7,191.0,20.42
Burundi,Soybeans,2007,7750.0,1268.3,413.0,20.46
Burundi,Soybeans,2008,7683.0,1173.0,456.0,20.31
Burundi,Soybeans,2009,7619.0,1246.3,178.0,20.73
Burundi,Soybeans,2010,7732.0,1371.5,265.0,20.84
Burundi,Soybeans,2011,7738.0,1474.6,76.0,20.34
Burundi,Soybeans,2012,7283.0,1076.3,99.0,20.36
Burundi,Soybeans,2013,9554.0,1244.3,956.0,20.55
Burundi,Soybeans,2014,8220.0,1231.9,74.0,20.35
Burundi,Soybeans,2015,5948.0,1254.6,73.0,20.44
Burundi,Soybeans,2016,3274.0,1292.9,50.0,20.67
Burundi,Soybeans,2017,4825.0,1142.1,50.0,20.87
Burundi,Soybeans,2018,5209.0,1198.4,50.0,20.38
Burundi,Soybeans,2019,4240.0,1329.4,50.0,20.63
Burundi,Soybeans,2020,4726.0,1448.6,50.0,20.43
Burundi,Soybeans,2021,4700.0,1287.0,50.0,20.51
Burundi,Soybeans,2022,4400.0,1349.4,50.0,20.45
Burundi,Soybeans,2023,4447.0,1277.5,50.0,20.83
Burundi,Sweet potatoes,1990,64427.0,1210.1,92.0,20.2
Burundi,Sweet potatoes,1991,64810.0,1172.9,92.0,20.22
Burundi,Sweet potatoes,1992,63418.0,1061.5,92.0,20.21
Burundi,Sweet potatoes,1993,64762.0,1088.8,97.0,20.14
Burundi,Sweet potatoes,1994,60149.0,1232.2,84.0,20.28
Burundi,Sweet potatoes,1995,61230.0,1206.0,144.0,20.57
Burundi,Sweet potatoes,1996,62061.0,1150.0,207.0,20.3
Burundi,Sweet potatoes,1997,61879.0,1357.2,118.0,20.54
Burundi,Sweet potatoes,1998,59048.0,1333.0,107.0,20.49
Burundi,Sweet potatoes,1999,65551.0,1114.6,150.0,20.47
Burundi,Sweet potatoes,2000,62489.0,1099.6,110.0,20.6
Burundi,Sweet potatoes,2001,65072.0,1384.9,73.0,20.58
Burundi,Sweet potatoes,2002,67215.0,1285.6,98.0,20.85
Burundi,Sweet potatoes,2003,64895.0,1246.3,264.0,20.94
Burundi,Sweet potatoes,2004,66752.0,964.0,508.0,20.49
Burundi,Sweet potatoes,2005,65368.0,1050.9,305.0,20.69
Burundi,Sweet potatoes,2006,66985.0,1377.7,191.0,20.42
Burundi,Sweet potatoes,2007,66692.0,1268.3,413.0,20.46
Burundi,Sweet potatoes,2008,65947.0,1173.0,456.0,20.31
Burundi,Sweet potatoes,2009,67125.0,1246.3,178.0,20.73
Burundi,Sweet potatoes,2010,71995.0,1371.5,265.0,20.84
Burundi,Sweet potatoes,2011,72724.0,1474.6,76.0,20.34
Burundi,Sweet potatoes,2012,65035.0,1076.3,99.0,20.36
Burundi,Sweet potatoes,2013,104528.0,1244.3,956.0,20.55
Burundi,Sweet potatoes,2014,100595.0,1231.9,74.0,20.35
Burundi,Sweet potatoes,2015,99087.0,1254.6,73.0,20.44
Burundi,Sweet potatoes,2016,133015.0,1292.9,50.0,20.67
Burundi,Sweet potatoes,2017,89127.0,1142.1,50.0,20.87
Burundi,Sweet potatoes,2018,93486.0,1198.4,50.0,20.38
Burundi,Sweet potatoes,2019,109370.0,1329.4,50.0,20.63
Burundi,Sweet potatoes,2020,109579.0,1448.6,50.0,20.43
Burundi,Sweet potatoes,2021,109212.0,1287.0,50.0,20.51
Burundi,Sweet potatoes,2022,112975.0,1349.4,50.0,20.45
Burundi,Sweet potatoes,2023,115455.0,1277.5,50.0,20.83
Burundi,Wheat,1990,7478.0,1210.1,92.0,20.2
Burundi,Wheat,1991,7333.0,1172.9,92.0,20.22
Burundi,Wheat,1992,7120.0,1061.5,92.0,20.21
Burundi,Wheat,1993,7787.0,1088.8,97.0,20.14
Burundi,Wheat,1994,8824.0,1232.2,84.0,20.28
Burundi,Wheat,1995,7440.0,1206.0,144.0,20.57
Burundi,Wheat,1996,7755.0,1150.0,207.0,20.3
Burundi,Wheat,1997,7774.0,1357.2,118.0,20.54
Burundi,Wheat,1998,8148.0,1333.0,107.0,20.49
Burundi,Wheat,1999,7085.0,1114.6,150.0,20.47
Burundi,Wheat,2000,6774.0,1099.6,110.0,20.6
Burundi,Wheat,2001,8667.0,1384.9,73.0,20.58
Burundi,Wheat,2002,8290.0,1285.6,98.0,20.85
Burundi,Wheat,2003,7895.0,1246.3,264.0,20.94
Burundi,Wheat,2004,8326.0,964.0,508.0,20.49
Burundi,Wheat,2005,7387.0,1050.9,305.0,20.69
Burundi,Wheat,2006,8007.0,1377.7,191.0,20.42
Burundi,Wheat,2007,8407.0,1268.3,413.0,20.46
Burundi,Wheat,2008,8431.0,1173.0,456.0,20.31
Burundi,Wheat,2009,8583.0,1246.3,178.0,20.73
Burundi,Wheat,2010,7317.0,1371.5,265.0,20.84
Burundi,Wheat,2011,6973.0,1474.6,76.0,20.34
Burundi,Wheat,2012,4448.0,1076.3,99.0,20.36
Burundi,Wheat,2013,7276.0,1244.3,956.0,20.55
Burundi,Wheat,2014,5763.0,1231.9,74.0,20.35
Burundi,Wheat,2015,6833.0,1254.6,73.0,20.44
Burundi,Wheat,2016,3861.0,1292.9,50.0,20.67
Burundi,Wheat,2017,3982.0,1142.1,50.0,20.87
Burundi,Wheat,2018,14092.0,1198.4,50.0,20.38
Burundi,Wheat,2019,6402.0,1329.4,50.0,20.63
Burundi,Wheat,2020,7119.0,1448.6,50.0,20.43
Burundi,Wheat,2021,7226.0,1287.0,50.0,20.51
Burundi,Wheat,2022,7340.0,1349.4,50.0,20.45
Burundi,Wheat,2023,7322.0,1277.5,50.0,20.83
Burundi,Yams,1990,57576.0,1210.1,92.0,20.2
Burundi,Yams,1991,55714.0,1172.9,92.0,20.22
Burundi,Yams,1992,55519.0,1061.5,92.0,20.21
Burundi,Yams,1993,55581.0,1088.8,97.0,20.14
Burundi,Yams,1994,55768.0,1232.2,84.0,20.28
Burundi,Yams,1995,55990.0,1206.0,144.0,20.57
Burundi,Yams,1996,56304.0,1150.0,207.0,20.3
Burundi,Yams,1997,56226.0,1357.2,118.0,20.54
Burundi,Yams,1998,56668.0,1333.0,107.0,20.49
Burundi,Yams,1999,58009.0,1114.6,150.0,20.47
Burundi,Yams,2000,60175.0,1099.6,110.0,20.6
Burundi,Yams,2001,58376.0,1384.9,73.0,20.58
Burundi,Yams,2002,58376.0,1285.6,98.0,20.85
Burundi,Yams,2003,61513.0,1246.3,264.0,20.94
Burundi,Yams,2004,63304.0,964.0,508.0,20.49
Burundi,Yams,2005,65121.0,1050.9,305.0,20.69
Burundi,Yams,2006,67540.0,1377.7,191.0,20.42
Burundi,Yams,2007,74355.0,1268.3,413.0,20.46
Burundi,Yams,2008,77228.0,1173.0,456.0,20.31
Burundi,Yams,2009,80283.0,1246.3,178.0,20.73
Burundi,Yams,2010,83036.0,1371.5,265.0,20.84
Burundi,Yams,2011,85822.0,1474.6,76.0,20.34
Burundi,Yams,2012,90258.0,1076.3,99.0,20.36
Burundi,Yams,2013,91266.0,1244.3,956.0,20.55
Burundi,Yams,2014,93870.0,1231.9,74.0,20.35
Burundi,Yams,2015,97137.0,1254.6,73.0,20.44
Burundi,Yams,2016,102409.0,1292.9,50.0,20.67
Burundi,Yams,2017,119594.0,1142.1,50.0,20.87
Burundi,Yams,2018,105698.0,1198.4,50.0,20.38
Burundi,Yams,2019,111772.0,1329.4,50.0,20.63
Burundi,Yams,2020,114059.0,1448.6,50.0,20.43
Burundi,Yams,2021,119027.0,1287.0,50.0,20.51
Burundi,Yams,2022,122837.0,1349.4,50.0,20.45
Burundi,Yams,2023,126110.0,1277.5,50.0,20.83
Cabo Verde,Cassava,1990,120192.0,188.2,1.0,22.44
Cabo Verde,Cassava,1991,120141.0,79.7,1.0,22.23
Cabo Verde,Cassava,1992,116667.0,169.5,1.0,22.23
Cabo Verde,Cassava,1993,123077.0,149.4,1.0,22.25
Cabo Verde,Cassava,1994,120787.0,130.4,2.0,22.09
Cabo Verde,Cassava,1995,118519.0,252.4,1.0,22.36
Cabo Verde,Cassava,1996,121154.0,99.9,1.0,22.5
Cabo Verde,Cassava,1997,121197.0,132.1,2.0,22.64
Cabo Verde,Cassava,1998,121318.0,65.7,7.0,22.81
Cabo Verde,Cassava,1999,121314.0,223.2,11.0,22.23
Cabo Verde,Cassava,2000,121062.0,262.7,7.0,22.36
Cabo Verde,Cassava,2001,120866.0,205.1,5.0,22.65
Cabo Verde,Cassava,2002,120658.0,205.1,5.0,22.58
Cabo Verde,Cassava,2003,120288.0,200.2,5.0,22.53
Cabo Verde,Cassava,2004,120271.0,202.1,5.0,22.58
Cabo Verde,Cassava,2005,120337.0,219.4,5.0,22.76
Cabo Verde,Cassava,2006,116667.0,205.1,5.0,22.54
Cabo Verde,Cassava,2007,118750.0,205.1,5.0,22.53
Cabo Verde,Cassava,2008,120734.0,205.1,5.0,22.67
Cabo Verde,Cassava,2009,119697.0,205.1,5.0,22.43
Cabo Verde,Cassava,2010,124053.0,205.1,5.0,22.92
Cabo Verde,Cassava,2011,152302.0,156.7,5.0,22.51
Cabo Verde,Cassava,2012,152571.0,173.5,5.0,22.59
Cabo Verde,Cassava,2013,78683.0,189.7,5.0,22.66
Cabo Verde,Cassava,2014,112249.0,199.9,5.0,22.52
Cabo Verde,Cassava,2015,112486.0,199.4,5.0,22.62
Cabo Verde,Cassava,2016,118735.0,240.0,5.0,22.72
Cabo Verde,Cassava,2017,121546.0,201.5,5.0,22.8
Cabo Verde,Cassava,2018,149019.0,205.1,5.0,22.29
Cabo Verde,Cassava,2019,96302.0,233.0,5.0,22.42
Cabo Verde,Cassava,2020,96226.0,205.1,5.0,22.95
Cabo Verde,Cassava,2021,94361.0,205.1,5.0,22.78
Cabo Verde,Cassava,2022,91194.0,205.1,5.0,22.68
Cabo Verde,Cassava,2023,83115.0,205.1,5.0,23.08
Cabo Verde,Maize,1990,3346.0,188.2,1.0,22.44
Cabo Verde,Maize,1991,2529.0,79.7,1.0,22.23
Cabo Verde,Maize,1992,3021.0,169.5,1.0,22.23
Cabo Verde,Maize,1993,3591.0,149.4,1.0,22.25
Cabo Verde,Maize,1994,2503.0,130.4,2.0,22.09
Cabo Verde,Maize,1995,2629.0,252.4,1.0,22.36
Cabo Verde,Maize,1996,3172.0,99.9,1.0,22.5
Cabo Verde,Maize,1997,1469.0,132.1,2.0,22.64
Cabo Verde,Maize,1998,1415.0,65.7,7.0,22.81
Cabo Verde,Maize,1999,11620.0,223.2,11.0,22.23
Cabo Verde,Maize,2000,7948.0,262.7,7.0,22.36
Cabo Verde,Maize,2001,6373.0,205.1,5.0,22.65
Cabo Verde,Maize,2002,1485.0,205.1,5.0,22.58
Cabo Verde,Maize,2003,3792.0,200.2,5.0,22.53
Cabo Verde,Maize,2004,3852.0,202.1,5.0,22.58
Cabo Verde,Maize,2005,2432.0,219.4,5.0,22.76
Cabo Verde,Maize,2006,2180.0,205.1,5.0,22.54
Cabo Verde,Maize,2007,1588.0,205.1,5.0,22.53
Cabo Verde,Maize,2008,2338.0,205.1,5.0,22.67
Cabo Verde,Maize,2009,2308.0,205.1,5.0,22.43
Cabo Verde,Maize,2010,2200.0,205.1,5.0,22.92
Cabo Verde,Maize,2011,1778.0,156.7,5.0,22.51
Cabo Verde,Maize,2012,1962.0,173.5,5.0,22.59
Cabo Verde,Maize,2013,1823.0,189.7,5.0,22.66
Cabo Verde,Maize,2014,343.0,199.9,5.0,22.52
Cabo Verde,Maize,2015,2765.0,199.4,5.0,22.62
Cabo Verde,Maize,2016,1780.0,240.0,5.0,22.72
Cabo Verde,Maize,2017,1.0,201.5,5.0,22.8
Cabo Verde,Maize,2018,227.0,205.1,5.0,22.29
Cabo Verde,Maize,2019,232.0,233.0,5.0,22.42
Cabo Verde,Maize,2020,157.0,205.1,5.0,22.95
Cabo Verde,Maize,2021,163.0,205.1,5.0,22.78
Cabo Verde,Maize,2022,115.0,205.1,5.0,22.68
Cabo Verde,Maize,2023,230.0,205.1,5.0,23.08
Cabo Verde,Potatoes,1990,161290.0,188.2,1.0,22.44
Cabo Verde,Potatoes,1991,164815.0,79.7,1.0,22.23
Cabo Verde,Potatoes,1992,119000.0,169.5,1.0,22.23
Cabo Verde,Potatoes,1993,136166.0,149.4,1.0,22.25
Cabo Verde,Potatoes,1994,115500.0,130.4,2.0,22.09
Cabo Verde,Potatoes,1995,144000.0,252.4,1.0,22.36
Cabo Verde,Potatoes,1996,209545.0,99.9,1.0,22.5
Cabo Verde,Potatoes,1997,204167.0,132.1,2.0,22.64
Cabo Verde,Potatoes,1998,152941.0,65.7,7.0,22.81
Cabo Verde,Potatoes,1999,158118.0,223.2,11.0,22.23
Cabo Verde,Potatoes,2000,162500.0,262.7,7.0,22.36
Cabo Verde,Potatoes,2001,161905.0,205.1,5.0,22.65
Cabo Verde,Potatoes,2002,158629.0,205.1,5.0,22.58
Cabo Verde,Potatoes,2003,158748.0,200.2,5.0,22.53
Cabo Verde,Potatoes,2004,158333.0,202.1,5.0,22.58
Cabo Verde,Potatoes,2005,157244.0,219.4,5.0,22.76
Cabo Verde,Potatoes,2006,163636.0,205.1,5.0,22.54
Cabo Verde,Potatoes,2007,165217.0,205.1,5.0,22.53
Cabo Verde,Potatoes,2008,154402.0,205.1,5.0,22.67
Cabo Verde,Potatoes,2009,163478.0,205.1,5.0,22.43
Cabo Verde,Potatoes,2010,137039.0,205.1,5.0,22.92
Cabo Verde,Potatoes,2011,108245.0,156.7,5.0,22.51
Cabo Verde,Potatoes,2012,113755.0,173.5,5.0,22.59
Cabo Verde,Potatoes,2013,146035.0,189.7,5.0,22.66
Cabo Verde,Potatoes,2014,99628.0,199.9,5.0,22.52
Cabo Verde,Potatoes,2015,120191.0,199.4,5.0,22.62
Cabo Verde,Potatoes,2016,72993.0,240.0,5.0,22.72
Cabo Verde,Potatoes,2017,200050.0,201.5,5.0,22.8
Cabo Verde,Potatoes,2018,60440.0,205.1,5.0,22.29
Cabo Verde,Potatoes,2019,163558.0,233.0,5.0,22.42
Cabo Verde,Potatoes,2020,156442.0,205.1,5.0,22.95
Cabo Verde,Potatoes,2021,147239.0,205.1,5.0,22.78
Cabo Verde,Potatoes,2022,238521.0,205.1,5.0,22.68
Cabo Verde,Potatoes,2023,144800.0,205.1,5.0,23.08
Cabo Verde,Sweet potatoes,1990,80000.0,188.2,1.0,22.44
Cabo Verde,Sweet potatoes,1991,64762.0,79.7,1.0,22.23
Cabo Verde,Sweet potatoes,1992,51333.0,169.5,1.0,22.23
Cabo Verde,Sweet potatoes,1993,59809.0,149.4,1.0,22.25
Cabo Verde,Sweet potatoes,1994,64948.0,130.4,2.0,22.09
Cabo Verde,Sweet potatoes,1995,67963.0,252.4,1.0,22.36
Cabo Verde,Sweet potatoes,1996,52129.0,99.9,1.0,22.5
Cabo Verde,Sweet potatoes,1997,75122.0,132.1,2.0,22.64
Cabo Verde,Sweet potatoes,1998,52308.0,65.7,7.0,22.81
Cabo Verde,Sweet potatoes,1999,52778.0,223.2,11.0,22.23
Cabo Verde,Sweet potatoes,2000,176000.0,262.7,7.0,22.36
Cabo Verde,Sweet potatoes,2001,173333.0,205.1,5.0,22.65
Cabo Verde,Sweet potatoes,2002,175962.0,205.1,5.0,22.58
Cabo Verde,Sweet potatoes,2003,174510.0,200.2,5.0,22.53
Cabo Verde,Sweet potatoes,2004,174000.0,202.1,5.0,22.58
Cabo Verde,Sweet potatoes,2005,169903.0,219.4,5.0,22.76
Cabo Verde,Sweet potatoes,2006,170297.0,205.1,5.0,22.54
Cabo Verde,Sweet potatoes,2007,171429.0,205.1,5.0,22.53
Cabo Verde,Sweet potatoes,2008,170833.0,205.1,5.0,22.67
Cabo Verde,Sweet potatoes,2009,171111.0,205.1,5.0,22.43
Cabo Verde,Sweet potatoes,2010,165359.0,205.1,5.0,22.92
Cabo Verde,Sweet potatoes,2011,159618.0,156.7,5.0,22.51
Cabo Verde,Sweet potatoes,2012,161767.0,173.5,5.0,22.59
Cabo Verde,Sweet potatoes,2013,181399.0,189.7,5.0,22.66
Cabo Verde,Sweet potatoes,2014,194889.0,199.9,5.0,22.52
Cabo Verde,Sweet potatoes,2015,170257.0,199.4,5.0,22.62
Cabo Verde,Sweet potatoes,2016,204800.0,240.0,5.0,22.72
Cabo Verde,Sweet potatoes,2017,260311.0,201.5,5.0,22.8
Cabo Verde,Sweet potatoes,2018,205057.0,205.1,5.0,22.29
Cabo Verde,Sweet potatoes,2019,174103.0,233.0,5.0,22.42
Cabo Verde,Sweet potatoes,2020,168564.0,205.1,5.0,22.95
Cabo Verde,Sweet potatoes,2021,190256.0,205.1,5.0,22.78
